Test,Animal,Treatment,Sex,APOE,Code,Stage,Trial,Apparatus,Object1 : head entries,Object1.headtime,Object1_Day2_3_5: RI,Object1 : latency to first entry,Object1 : time mobile,Object1 : time immobile,Object1 : in zone oriented to centre,Object1 : time freezing,Object2 : head entries,Object2.headtime,Object2_Day2_3_5.RI,Object2 : latency to first entry,Object2 : time mobile,Object2 : time immobile,Object2 : in zone oriented to centre,Object2 : time freezing,Outerzone : head entries,Outerzone.headtime,Outerzone.distance,Outerzone : latency to first entry,Outerzone : average speed,Outerzone : time mobile,Outerzone : time immobile,Total_Time_Mobile,Outerzone.time.freezing,Centerzone : head entries,Centerzone.headtime,Centerzone.distance,Centerzone : latency to first entry,Centerzone : average speed,Centerzone : time mobile,Centerzone : time immobile,Centerzone.time.freezing,Object 3 : head entries,Object 3.headtime,Object 3 : latency to first entry,Object 3 : in zone oriented to centre,Object 4 : head entries,Object4.headtime,Object 4 : latency to first entry,Object 4 : in zone oriented to centre,Object1Center : head time oriented towards,Object2Center : head time oriented towards,Total.Distance,Total.Time.Freezing
61,201026-1,E4HN_F,F,E4HN,A,Day3_Novel Object2,1,2Objects_NOR,6,7.3,0.54887218,56.4,7.3,0,3.8,0,6,7.7,0.45112782,22.1,4.5,3.1,5.5,0,18,75.5,2.792,2.2,0.034,52.6,30.5,67.1,17.7,13,19.3,1.21,0,0.084,14.5,0,0,,,,,,,,,9.5,12.3,5.913,17.7
62,201026-2,E4HN_F,F,E4HN,A,Day3_Novel Object2,1,2Objects_NOR_2,10,17.7,0.63898917,2.1,9.8,7.9,7,1.4,10,11,0.36101083,18.7,9,2,3.7,0,12,71.6,2.007,0,0.033,36.7,23.7,51.8,10.9,17,28.1,0.791,18.2,0.037,15.1,6.3,0,,,,,,,,,,,4.324,12.3
63,201026-4,E4HN_M,M,E4HN,B,Day3_Novel Object2,1,2Objects_NOR_2,4,8.4,0.807692308,16,1.9,6.5,2,4,2,4,0.192307692,9.2,4,0,0.3,0,19,51.2,1.846,0,0.02,24,66.6,24.7,61.4,4,1.9,0.06,114.5,0.088,0.7,0,0,,,,,,,,,,,2.612,66.5
64,201026-3,E4HN_M,M,E4HN,B,Day3_Novel Object2,1,2Objects_NOR,2,1.8,0.473684211,8.4,1.8,0,0.9,0,2,3.6,0.526315789,93.2,3.6,0,1.6,0,17,91,2.553,0,0.026,35.5,61.1,39.3,41.5,7,5.7,0.287,93,0.075,3.8,0,0,,,,,,,,,13.6,12.8,3.69,44.2
65,201026-5,E4HN_FHet,,E4HN,C,Day3_Novel Object2,1,2Objects_NOR,3,3.4,0.772727273,32.3,3.4,0,1.5,0,1,1,0.227272727,21.7,1,0,0.4,0,22,79.1,0.78,0,0.007,16.5,88.2,17.7,73.6,1,2.4,0,67,0,1.2,0,0,,,,,,,,,29.9,22.2,1.492,76.3
66,201026-6,E4HN_FHet,,E4HN,C,Day3_Novel Object2,1,2Objects_NOR_2,0,0,0,,0,0,0,0,3,3.4,1,7,3.4,0,1.9,0,18,45.4,0.772,1.2,0.007,16.9,92.8,18.1,65,3,2.4,0.089,0,0.074,1.2,0,0,,,,,,,,,,,1.191,65
67,201026-1,E4HN_F,F,E4HN,A,Day5_NovelObject3,1,2Objects_NOR,5,3.2,0.285714286,27.9,3.2,0,2,0,8,6.8,0.714285714,17.3,6.8,0,4.7,0,26,73.8,2.971,0.9,0.038,50.2,27.6,62.2,18.1,11,16.9,0.696,17.3,0.043,12,4.4,0,,,,,,,,,18.6,16,4.996,19.3
68,201026-2,E4HN_F,F,E4HN,A,Day5_NovelObject3,1,2Objects_NOR_2,4,4.8,0.375,13,2.4,2.3,1.2,0,8,10.9,0.625,3,8.4,2.5,4,0,22,78.9,3.69,0,0.047,65.5,12.8,69.3,3,13,8.9,0.552,15.7,0.09,3.8,2.3,0,,,,,,,,,,,6.494,3
69,201026-3,E4HN_M,M,E4HN,B,Day5_NovelObject3,1,2Objects_NOR,8,9,0.642857143,20.5,9,0,1.8,0,5,4.7,0.357142857,22.5,4.7,0,0.9,0,17,86.5,1.998,0,0.025,41.8,39.2,56.6,24.7,10,14.7,1.276,22,0.086,14.8,0,0,,,,,,,,,9.9,7.3,4.968,25.5
70,201026-4,E4HN_M,M,E4HN,B,Day5_NovelObject3,1,2Objects_NOR_2,5,8.6,0.632352941,7.5,8.6,0,2.6,0,5,12.8,0.367647059,10.5,6.4,6.5,6.2,0,17,37.4,0.833,0,0.056,12.1,2.9,32.2,0,14,28.3,1.229,9.5,0.053,20.1,3,0,,,,,,,,,,,3.696,15.2
71,201026-5,E4HN_FHet,,E4HN,C,Day5_NovelObject3,1,2Objects_NOR,9,10.2,0.53125,24.8,8,2.2,2.9,0,9,11.1,0.46875,50.6,8.6,2.4,4.6,1.4,14,81.7,3.321,0,0.04,51.9,31.7,67.6,13,16,20.7,1.6,53.5,0.089,15.7,2.2,0,,,,,,,,,15.3,12.5,6.318,14.4
72,201026-6,E4HN_FHet,,E4HN,C,Day5_NovelObject3,1,2Objects_NOR_2,3,4.3,0.682539683,113.7,4.3,0,1.8,0,2,2.4,0.317460317,7.9,2.4,0,1.3,0,12,101.8,1.48,0,0.013,21.7,88.1,23.2,29.1,4,3.6,0.031,8.2,0.021,1.5,0,0,,,,,,,,,,,1.944,29.1
1,201012_2,,M,E4HN,,openfield,1,box2,,,,,,,,,,,,,,,,,72,196.8,5.786,174.6,0,0.03,114.8,77.3,28.2,43,205,3.999,12.1,0.025,59.8,101.5,38.7,,,,,,,,,,,9.785,205
2,201012_3,,M,E4HN,,openfield,1,box3,,,,,,,,,,,,,,,,,117,305.3,9.212,237.6,0,0.031,167.7,133,61.7,65,113.1,6.063,12.4,0.057,69.9,36.4,22.8,,,,,,,,,,,15.275,113.1
3,201012_4,,F,E4HN,,openfield,1,box4,,,,,,,,,,,,,,,,,77,351.5,9.238,178,1.4,0.028,155.9,171.6,99.6,44,85.2,1.992,3,0.037,22.1,31.7,16.8,,,,,,,,,,,11.23,85.2
4,201012_1,,M,E4HN,,openfield,1,box1,,,,,,,,,,,,,,,,,77,343,9.821,229.2,0,0.032,180.8,123.9,53.6,49,82.5,2.979,19.4,0.04,48.4,26.7,6.3,,,,,,,,,76.4,56,12.8,82.5
5,201012_6,,F,E4HN,,openfield,1,box2,,,,,,,,,,,,,,,,,61,313.4,6.201,159.3,1.4,0.022,119.8,158.4,50.4,57,122.3,3.103,19.3,0.028,39.5,72.4,23.1,,,,,,,,,,,9.304,122.3
6,201012_7,,F,E4HN,,openfield,1,box3,,,,,,,,,,,,,,,,,79,301.9,6.625,231.3,2.1,0.028,157.4,76.4,34.8,78,144.6,5.209,1,0.035,73.9,73.5,40,,,,,,,,,,,11.834,144.6
7,201012_5,,F,E4HN,,openfield,1,box1,,,,,,,,,,,,,,,,,75,401.9,10.45,168.6,0,0.026,149.4,254.8,118.8,26,35.9,1.668,36.5,0.064,19.2,6.8,1.4,,,,,,,,,78.7,70.2,12.118,35.9
8,201012_8,,F,E4HN,,openfield,1,box4,,,,,,,,,,,,,,,,,65,427.5,9.348,177.4,2.7,0.021,157,291.4,197.3,21,22.9,1.73,1.3,0.085,20.4,0,0,,,,,,,,,,,11.078,22.9
9,201012_9,,F,E4HN,,openfield,1,box2,,,,,,,,,,,,,,,,,90,376.3,10.801,209.6,0,0.028,172.7,212.5,58.5,37,89.6,3.434,4.1,0.044,36.9,41.2,18.6,,,,,,,,,,,14.235,89.6
10,201012_12,,F,E3HN,,openfield,1,box4,,,,,,,,,,,,,,,,,66,353.2,4.409,138.9,24.5,0.023,100,94.1,50.1,40,94.3,2.661,0.1,0.025,38.9,67.4,35.8,,,,,,,,,,,7.07,94.3
11,201012_11,,F,E3HN,,openfield,1,box1,,,,,,,,,,,,,,,,,96,345.8,9.201,227,12.4,0.03,172.7,135,47.2,57,78.2,4.046,0,0.048,54.3,30.4,12.2,,,,,,,,,79.3,57.6,13.247,78.2
12,201012_10,,F,E4HN,,openfield,1,box3,,,,,,,,,,,,,,,,,61,318.6,3.337,128.2,3.8,0.011,77.3,227.4,165.7,41,92.6,3.578,0.5,0.035,50.9,51.7,27.8,,,,,,,,,,,6.915,92.6
13,201012_13,,M,E3HN,,openfield,1,box2,,,,,,,,,,,,,,,,,74,225.1,4.874,144.7,0,0.031,105,50.4,3.4,58,155.5,3.953,12.8,0.083,39.7,7.8,3.3,,,,,,,,,,,8.827,155.5
14,201012_17,,F,E33,,openfield,1,box4,,,,,,,,,,,,,,,,,80,418.8,10.049,247.7,0,0.023,227.8,217.1,154.9,28,39.5,2.226,28.9,0.112,19.9,0,0,,,,,,,,,,,12.275,39.5
15,201012_16,,F,E33,,openfield,1,box3,,,,,,,,,,,,,,,,,50,540.2,8.733,176.3,0,0.015,170.8,399.4,341.1,11,8.8,0.733,2.1,0.134,5.5,0,0,,,,,,,,,,,9.466,8.8
16,201012_15,,F,E33,,openfield,1,box1,,,,,,,,,,,,,,,,,92,295.1,9.882,220.7,0.9,0.03,188.3,142.1,32.8,34,37.6,2.905,11.3,0.083,32.4,2.4,0,,,,,,,,,144.8,118.8,12.787,37.6
17,201012_19,,F,E33,,openfield,1,box1,,,,,,,,,,,,,,,,,48,528,8.757,163.8,0,0.015,159.3,418.2,295.6,9,8.7,0.74,16.2,0.166,4.5,0,0,,,,,,,,,83.5,81,9.497,8.7
18,201012_20,,F,E33,,openfield,1,box3,,,,,,,,,,,,,,,,,52,506.8,18.108,303.1,2.7,0.037,272.3,213.4,148.5,27,34.6,3.079,0.7,0.1,30.8,0,0,,,,,,,,,,,21.187,34.6
19,201012_21,,F,E33,,openfield,1,box4,,,,,,,,,,,,,,,,,43,545.1,13.092,177.2,0,0.023,171.7,403.7,339.3,6,7.3,0.646,16.8,0.118,5.5,0,0,,,,,,,,,,,13.738,7.3
20,201012_18,,F,E33,,openfield,1,box2,,,,,,,,,,,,,,,,,75,167,2.49,109.1,0,0.021,62.9,57.9,9.2,62,169.6,3.481,12.1,0.02,46.2,132,22.6,,,,,,,,,,,5.971,169.6
21,201012_22,,M,E33,,openfield,1,box1,,,,,,,,,,,,,,,,,35,371.4,3.577,102.8,4,0.014,70.8,192.9,68.8,31,94,2.166,22.5,0.039,32,24.1,11.9,,,,,,,,,128,83.3,5.743,94
22,201012_23,,M,E33,,openfield,1,box2,,,,,,,,,,,,,,,,,68,313.2,2.093,106.8,0,0.01,55.8,153.6,76.3,52,111.9,2.525,7.3,0.025,51,49.4,8.7,,,,,,,,,,,4.618,111.9
23,201012_24,,M,E33,,openfield,1,box3,,,,,,,,,,,,,,,,,67,354.1,3.972,91.4,0,0.012,69.5,252.2,196.1,19,37.2,1.743,3.3,0.053,21.9,11,9.6,,,,,,,,,,,5.715,37.2
24,201012_25,,M,E33,,openfield,1,box4,,,,,,,,,,,,,,,,,64,521.3,6.139,116.9,0,0.011,111.5,433.8,382.2,7,8.4,0.62,38.9,0.114,5.4,0,0,,,,,,,,,,,6.759,8.4
25,201012_26,,M,E33,,openfield,1,box1,,,,,,,,,,,,,,,,,93,342.6,5.097,147.2,0,0.014,114.3,260.6,140.8,42,39.7,1.982,7.5,0.055,32.9,3.1,1.3,,,,,,,,,105.4,113.9,7.079,39.7
26,201012_27,,M,E33,,openfield,1,box2,,,,,,,,,,,,,,,,,61,385.1,10.961,220.5,0,0.023,200.5,274.6,125.3,40,44.6,1.642,7.1,0.069,20,3.9,0,,,,,,,,,,,12.603,44.6
27,201012_2,,M,E4HN,,Dilutions,1,box2,6,6.5,0.511811024,0,6.5,0,3.3,0,8,6.2,0.488188976,1.5,6.2,0,3.4,0,24,61.9,5.486,77.1,6.6,0.089,56.9,4.7,0,21,27.7,1.056,0,0.052,20.2,0,0,7,6.2,24.3,2.7,9,6.5,3.4,4.3,,,6.542,33.9
28,201012_1,,M,E4HN,,Dilutions,1,box1,4,4.5,0.505617978,6.8,2.8,1.6,1.7,0,5,4.4,0.494382022,4.1,4.4,0,2.1,0,12,90.3,4.904,51,12.9,0.051,46.1,50.4,24.4,4,14.5,0.181,0,0.014,4.9,7.7,0,6,4.1,0,2.2,3,4,2.1,2.8,10.6,9.9,5.085,18.6
29,201012_3,,M,E4HN,,Dilutions,1,box3,11,6.1,0.75308642,2.8,6.1,0,4.5,1.1,3,2,0.24691358,14.2,2,0,0.9,0,23,90.5,6.219,81.8,0,0.058,75.8,30.7,19.6,6,7.7,0.246,99.3,0.041,6,0,0,8,3.6,9.3,2.6,3,2,55.7,1.8,,,6.465,11.3
30,201012_4,,F,E4HN,,Dilutions,1,box4,4,3.3,0.540983607,18.9,3.3,0,1.1,0,3,2.8,0.459016393,39.8,2.8,0,1.7,0,16,93.6,5.628,66.9,1.8,0.06,66.9,26.7,11.8,5,1.7,0,,,0,0,0,4,4.1,0,1.8,3,3.3,11.7,1.7,,,5.628,5.8
31,201012_6,,F,E4HN,,Dilutions,1,box2,5,5.8,0.50877193,5.4,5.8,0,3.7,0,5,5.6,0.49122807,3.7,5.6,0,3,0,15,81.7,6.123,72.6,9.2,0.076,66,14.2,0.2,12,13.9,0.197,0,0.023,6.6,2.1,0,5,6,0,2.5,4,5.7,1.4,2.8,,,6.32,19.9
32,201012_5,,F,E4HN,,Dilutions,1,box1,4,6.7,0.511450382,4.2,6.7,0,2.1,0,5,6.4,0.488549618,2.5,6.4,0,3.3,0,13,75.9,4.782,75.4,7.9,0.066,57.5,15.1,4.2,10,17.3,0.983,0,0.055,17.9,0,0,6,6.7,6.6,1.8,6,8.6,0.8,4.1,9.3,9.5,5.765,24
33,201012_8,,F,E4HN,,Dilutions,1,box4,2,2.9,0.298969072,0,0.4,2.4,2.4,0,5,6.8,0.701030928,3.3,2.9,3.9,3.3,1.4,6,93.2,3.048,55.1,11,0.032,45.1,51.4,38.8,4,17.9,0.425,0,0.028,10,5.4,0,2,2.9,5.8,2.1,1,0.9,34.4,0.9,,,3.473,20.8
34,201012_7,,F,E4HN,,Dilutions,1,box3,16,24.1,0.734756098,4.2,14.4,9.7,8.8,1.1,7,8.7,0.265243902,1.8,8.7,0,1.4,0,18,35.5,1.081,58.3,12.9,0.036,27.7,2.2,0.4,28,38.1,1.457,0,0.037,30.6,9.2,1.6,8,12,10.6,8,6,7.1,0,2.2,,,2.538,50.1
35,201012_9,,F,E4HN,,Dilutions,1,box2,11,12.1,0.540178571,5.3,12.1,0,5.4,0,9,10.3,0.459821429,13.5,10.3,0,3.5,0,23,48.5,3.045,67.3,7.8,0.074,35.2,6,2.7,29,37.6,1.84,0,0.057,32.1,0,0,11,9.2,0,1.5,11,9.2,2.6,2.9,,,4.885,46.8
36,201012_10,,F,E4HN,,Dilutions,1,box3,11,8,0.707964602,0,6.1,1.9,0.8,0.6,8,3.3,0.292035398,6.2,3.3,0,1.6,0,24,64.7,3.906,68,11.4,0.069,47.3,9.4,4,20,27.9,1.192,0,0.046,20.7,5.3,3,7,10.6,2.7,2.8,7,8.2,4.7,2.5,,,5.098,38.5
37,201012_11,,F,E3HN,,Dilutions,1,box1,5,4.9,0.471153846,17,4.9,0,2.3,0,7,5.5,0.528846154,9.9,5.5,0,3.4,0,24,81.8,5.057,62.3,0.6,0.065,52.6,25.8,10,12,12.9,0.829,18.3,0.085,9.7,0,0,8,4.5,5.9,2.7,7,4.8,2.2,1.6,7.9,6.7,5.886,17.4
38,201012_12,,F,E3HN,,Dilutions,1,box4,3,2.1,0.466666667,38.4,2.1,0,2,0,3,2.4,0.533333333,11.5,2.4,0,1.7,0,18,104,7.512,94.2,0,0.068,94.2,16.3,16.9,0,0,0,,,0,0,0,2,0.6,17.2,0.6,2,0.9,80.8,0.7,,,7.512,0.6
39,201012_13,,M,E3HN,,Dilutions,1,box2,3,2.5,0.373134328,97.9,2.5,0,1.3,0,7,4.2,0.626865672,21.8,4.2,0,2.9,0,26,71.4,6.561,82.7,1.4,0.087,72.8,2.7,0,15,20.4,0.791,0.4,0.08,9.9,0,0,8,10.3,41.3,4.1,6,4.1,65.8,1.1,,,7.352,30.7
40,201012_15,,F,E33,,Dilutions,1,box1,7,4.2,0.323076923,39.1,4.2,0,3.4,0,8,8.8,0.676923077,21.4,8.8,0,4.2,0,31,74.4,6.928,82.4,0,0.079,79.8,7.7,1.4,15,10.1,0.234,84.2,0.091,2.6,0,0,4,2.7,0.8,2.2,8,6.8,15.1,2.5,21,20.5,7.162,12.8
41,201012_16,,F,E33,,Dilutions,1,box3,5,3.5,0.68627451,0,3.5,0,3.2,0,3,1.6,0.31372549,60.2,0.5,1.1,1,0,25,84.8,8.019,75.9,1.9,0.078,74.2,28.9,21.7,10,6.3,0.081,0,0.049,1.7,0,0,7,6.3,0.8,2.4,5,5.3,4.1,3.9,,,8.1,12.6
42,201012_17,,F,E33,,Dilutions,1,box4,4,3,0.491803279,7.8,3,0,1.7,0,3,3.1,0.508196721,4.7,3.1,0,1.7,0,16,93.4,6.065,88.5,10.2,0.06,78.8,22.1,20.5,7,10.9,0.397,0,0.041,9.7,0,0,2,2.1,28.5,1.2,5,4.1,0,1.4,,,6.462,13
43,201012_18,,F,E33,,Dilutions,1,box2,2,2.6,0.464285714,6.9,2.6,0,1.8,0,1,3,0.535714286,56.1,0.3,2.7,1.7,0,8,104.5,2.69,37.7,4.4,0.025,34.9,74.7,49.3,6,5.8,0.119,0.9,0.043,2.8,0,0,3,1.9,2.1,1.5,0,0,,0,,,2.809,7.7
44,201012_19,,F,E33,,Dilutions,1,box1,4,3.5,0.426829268,5.6,3.5,0,3,0,6,4.7,0.573170732,5,4.7,0,2.6,0,20,87.8,4.804,82.8,9.9,0.047,73.5,28.5,12,3,9.6,0.427,0,0.046,9.3,0,0,2,1.4,19.7,0.2,7,2.5,8.3,2,18.6,24.5,5.231,11
45,201012_20,,F,E33,,Dilutions,1,box3,4,0.8,0.242424242,0,0.8,0,0.2,0,4,2.5,0.757575758,28.4,2.5,0,2.2,0,13,105.2,5.187,54.6,1.1,0.047,53.1,57.9,55.4,4,3.5,0.21,0,0.141,1.5,0,0,2,1.4,4.8,0.7,2,1.9,3.6,1.6,,,5.397,4.9
46,201012_21,,F,E33,,Dilutions,1,box4,3,1.6,0.615384615,51.9,1.6,0,1.6,0,1,1,0.384615385,23.7,1,0,0.8,0,13,103.7,4.382,47.7,0,0.038,47.7,66.8,51.1,2,0.8,0,,,0,0,0,6,2.6,0,2.1,2,3.1,18.8,2.2,,,4.382,3.4
47,201012_22,,M,E33,,Dilutions,1,box1,3,3,1,16.4,3,0,2.1,0,0,0,0,,0,0,0,0,13,106,1.664,18.3,2.8,0.015,14.5,98,64.4,3,1.9,0.159,0,0.041,3.8,0,0,0,0,,0,0,0,,0,55.2,54.1,1.823,1.9
48,201012_23,,M,E33,,Dilutions,1,box2,7,5.5,0.705128205,27.3,5.5,0,3.9,0,4,2.3,0.294871795,19.5,2.3,0,1.3,0,25,64.4,2.125,53,5.1,0.033,41.2,22.8,8.5,17,18.3,0.739,0.7,0.062,11.8,0,0,8,10.1,3,3.9,8,4.4,7.7,2.9,,,2.864,28.4
49,201012_24,,M,E33,,Dilutions,1,box3,2,1.9,0.231707317,5.1,1.9,0,0.3,0,6,6.3,0.768292683,0,3.5,2.8,3,0,18,100.4,1.097,24.3,7.8,0.011,12.4,90.4,88.6,3,12.8,0.415,0,0.029,11.9,2.2,0,2,0.8,94.2,0.7,2,1.4,1,0,,,1.512,13.6
50,201012_25,,M,E33,,Dilutions,1,box4,1,0.9,0.6,46.9,0.9,0,0.9,0,1,0.6,0.4,11.7,0.6,0,0.6,0,15,96.7,3.815,54.4,2.3,0.036,51.4,55.3,45.9,4,3.2,0.578,0,0.194,3,0,0,6,4.8,0,2.8,2,1.3,22.5,0.1,,,4.393,8
51,201012_26,,M,E33,,Dilutions,1,box1,0,0,,,0,0,0,0,0,0,,,0,0,0,0,17,90.2,1.245,20.5,5.4,0.011,18.7,93.2,68.2,3,2.4,0.062,0,0.035,1.8,0,0,3,2.3,21.7,1.9,0,0,,0,49,34,1.307,4.7
52,201012_27,,M,E33,,Dilutions,1,box2,5,4.2,0.807692308,22.6,4.2,0,4.1,0,1,1,0.192307692,52.1,1,0,0.7,0,19,86,7.355,74.7,5.8,0.074,71.6,28.5,18.8,11,9.7,0.191,0,0.033,3.1,2.7,0,2,1.7,58.6,0.7,4,3.1,45.5,1,,,7.546,11.4
53,201012_1,,M,E4HN,,Dilutions,2,box1,1,0.1,0.018181818,105.4,0.1,0,0,0,4,5.4,0.981818182,7.6,2.7,2.6,1.4,0,8,96.7,2.83,41.7,2.8,0.026,39.3,68.7,33.7,2,1.9,0.059,0,0.025,2.4,0,0,0,0,,0,2,2.4,0,1.2,17.4,13.4,2.889,1.9
54,201012_3,,M,E4HN,,Dilutions,2,box3,0,0,0,,0,0,0,0,1,0.8,1,0,0.8,0,0.3,0,18,95.2,2.794,38.9,3.4,0.025,36.9,75.5,73.9,5,2.3,0.044,0,0.021,2,0,0,2,1.2,28.2,0.6,2,1.2,7.6,0.9,,,2.838,3.5
55,201012_2,,M,E4HN,,Dilutions,2,box2,4,2.6,0.577777778,26.3,2.6,0,2.3,0,3,1.9,0.422222222,35.2,1.9,0,0.7,0,13,87.3,3.187,52.2,3.8,0.038,41.5,42.8,27,9,13.8,0.532,0,0.05,10.7,0,0,3,3.4,1.7,1.5,7,5.1,0.7,3.8,,,3.719,17.2
56,201012_4,,F,E4HN,,Dilutions,2,box4,3,3.4,0.386363636,2.7,1,2.4,1.9,0,4,5.4,0.613636364,2,2.5,2.9,2.4,0,16,83.6,4.079,60.7,0.6,0.045,54,36.3,17.5,8,9.7,0.668,0,0.068,6.7,3.1,0,6,6.4,15.9,2.9,5,3.4,43.2,1.8,,,4.747,16.1
57,201012_5,,F,E4HN,,Dilutions,2,box1,9,7.7,0.606299213,0,3.5,4.2,4.4,1.1,4,5,0.393700787,22.9,5,0,0.9,0,20,81.4,4.199,59.3,1.3,0.051,54.8,27.2,3.9,9,8.3,0.406,0,0.062,4.5,2,0,2,2.2,93.3,1.9,1,0.8,76.6,0.3,17.5,14.8,4.605,10.5
58,201012_6,,F,E4HN,,Dilutions,2,box2,3,5.5,0.523809524,32.5,5.5,0,2.5,0,6,5,0.476190476,7.9,5,0,2.5,0,15,82.1,2.8,56.6,1.8,0.032,45.3,42.4,7.3,14,15.3,0.395,0,0.035,11.3,0,0,3,5.4,91.6,1,4,6.8,15.1,3.9,,,3.195,20.7
59,201012_7,,F,E4HN,,Dilutions,2,box3,7,7.2,0.406779661,0,6.9,0.2,2.3,0,5,10.5,0.593220339,6.8,4.9,5.6,6.3,3.2,18,60,1.902,50.4,1.7,0.03,30.6,32.7,10.9,14,32.1,1.201,0,0.052,19.8,3.1,1.1,5,7,20.5,4.3,6,6.5,9.2,2,,,3.103,39.1
60,201012_8,,F,E4HN,,Dilutions,2,box4,4,5.2,0.448275862,42.9,5.2,0,3.3,0,5,6.4,0.551724138,2.5,6.4,0,3.8,0,10,97.2,4.269,48.7,0,0.04,48.7,57.8,39.3,6,1.7,0,,,0,0,0,0,0,,0,1,1.8,47.7,1.6,,,4.269,1.7
61,201012_9,,F,E4HN,,Dilutions,2,box2,5,4.5,0.46875,27.1,2.9,1.6,1.2,0,5,5.1,0.53125,29.4,5.1,0,2.1,0,16,54.3,1.561,43,4,0.032,23.6,25.3,3.7,14,28.2,1.209,0,0.046,19.4,7,0,7,10.4,1.3,3.4,10,11.7,0,6.9,,,2.77,38.6
62,201012_10,,F,E4HN,,Dilutions,2,box3,2,3,0.220588235,64,3,0,0.3,0,13,10.6,0.779411765,3.7,9.4,1.2,5.7,1.1,28,68.1,2.67,48.4,1.2,0.034,32,46,29.6,17,20.2,1.025,0,0.062,16.4,0,0,9,8.5,0,1.3,4,2.8,7.2,0.6,,,3.695,28.7
63,201012_11,,F,E3HN,,Dilutions,2,box1,5,3.1,0.632653061,0.8,3.1,0,0.9,0,4,1.8,0.367346939,1.8,1.8,0,0.8,0,20,94.8,3.125,63.1,3.8,0.034,58.3,34.8,8.4,4,5.6,0.308,0,0.064,4.8,0,0,3,3,36.9,0.9,2,0.4,21.2,0.1,6.9,3.4,3.433,8.6
64,201012_12,,F,E3HN,,Dilutions,2,box4,2,1.1,0.733333333,11.4,1.1,0,1.1,0,1,0.4,0.266666667,4.1,0.4,0,0.4,0,9,113.5,1.964,29.9,0,0.017,29.9,88.4,77.4,0,0,0,,,0,0,0,1,0.6,43.1,0.6,0,0,,0,,,1.964,0.6
65,201012_13,,M,E3HN,,Dilutions,2,box2,1,0.5,0.555555556,2.5,0.5,0,0.4,0,1,0.4,0.444444444,6.7,0.4,0,0.3,0,29,63.6,1.45,22,0,0.013,22,85.9,32.3,5,2.6,0,,,0,0,0,0,0,,0,5,3.1,28.8,1.7,,,1.45,2.6
66,201012_15,,F,E33,,Dilutions,2,box1,7,3.1,0.516666667,24.8,3.1,0,2.2,0,3,2.9,0.483333333,0,2.9,0,1.3,0,21,88.3,4.312,56.6,1.4,0.045,55.1,40.8,12.4,6,3.5,0.131,0,0.087,1.5,0,0,3,2.8,12.1,1.9,3,2.5,6.7,1.3,17.9,14.4,4.443,6.3
67,201012_16,,F,E33,,Dilutions,2,box3,2,0.8,0.258064516,0,0.8,0,0.4,0,1,2.3,0.741935484,83.7,2.3,0,1.8,0,18,102.1,2.528,32.3,2,0.023,31.4,78.7,63.2,4,3.8,0.071,0,0.079,0.9,0,0,1,2.4,91.9,1.6,4,0.5,3.7,0.5,,,2.599,6.2
68,201012_17,,F,E33,,Dilutions,2,box4,1,3.9,0.709090909,78.3,3.9,0,0.2,0,2,1.6,0.290909091,45.1,1.6,0,0.7,0,8,107.4,3.273,49.5,0,0.03,49.5,61.1,37.9,5,2.6,0,,,0,0,0,3,2,58.5,0.7,1,0.4,60.1,0.1,,,3.273,4.6
69,201012_18,,F,E33,,Dilutions,2,box2,1,0.5,0.25,10,0.5,0,0.2,0,1,1.5,0.75,23,1.5,0,1.5,0,6,109.9,2.482,28.9,0.7,0.022,28.4,86.9,47.9,4,1.3,0.05,0,0.102,0.5,0,0,2,3.5,64.6,2.2,2,1,74.3,0.6,,,2.532,4.8
70,201012_19,,F,E33,,Dilutions,2,box1,5,4.4,0.676923077,0.4,4.4,0,2.9,0,3,2.1,0.323076923,109.3,2.1,0,1.9,0,24,87.6,3.017,57.5,1.2,0.031,54.1,43.1,13.9,8,8.1,0.245,0,0.073,3.4,0,0,5,3.4,37.4,2.4,4,3.3,61.9,1,18.4,16.3,3.262,11.5
71,201012_20,,F,E33,,Dilutions,2,box3,2,0.7,0.304347826,1,0.7,0,0.6,0,3,1.6,0.695652174,46.4,1.6,0,1.4,0,12,108.2,3.932,51.1,1.6,0.036,49.6,59.5,30.8,3,3.1,0.128,0,0.084,1.5,0,0,1,2,61,0.6,3,2,0,1.1,,,4.06,5.1
72,201012_21,,F,E33,,Dilutions,2,box4,2,2.5,0.714285714,2.1,2.5,0,1.4,0,2,1,0.285714286,5.3,1,0,0.7,0,9,108.3,1.244,29.4,0,0.011,29.4,85.9,71.9,3,0.9,0,,,0,0,0,3,2.1,8.4,2,0,0,,0,,,1.244,3
73,201012_23,,M,E33,,Dilutions,2,box2,3,1.3,0.8125,0.8,1.3,0,0.4,0,1,0.3,0.1875,55.1,0.3,0,0.2,0,28,87.7,2.8,36,0.5,0.036,36,41.7,12,2,0.5,0,,,0,0,0,0,0,,0,4,5.2,28.3,1.7,,,2.8,0.5
74,201012_22,,M,E33,,Dilutions,2,box1,1,0.7,0.2,8,0.7,0,0.7,0,2,2.8,0.8,0,2.8,0,2.1,0,1,106.8,0.187,11.2,13.9,0.002,1.2,104.9,91,2,12,0.26,0,0.02,10,3.2,0,2,3.6,2.1,1.2,1,0.7,9.2,0,89.6,88.5,0.447,15.6
